	Top N Predictions	True Positives	Precision	comparison	thresholds	dataset	data_configuration
2	127	16	0.12598425196850394	unfiltered	2.0	data_9	20_sources
3	191	19	0.09947643979057591	unfiltered	3.0	data_9	20_sources
4	255	29	0.11372549019607843	unfiltered	4.0	data_9	20_sources
5	318	34	0.1069182389937107	unfiltered	5.0	data_9	20_sources
6	382	38	0.09947643979057591	unfiltered	6.0	data_9	20_sources
7	446	46	0.1031390134529148	unfiltered	7.0	data_9	20_sources
8	510	51	0.1	unfiltered	8.0	data_9	20_sources
9	573	56	0.09773123909249563	unfiltered	9.0	data_9	20_sources
10	637	63	0.0989010989010989	unfiltered	10.0	data_9	20_sources
11	956	88	0.09205020920502092	unfiltered	15.0	data_9	20_sources
12	1275	108	0.08470588235294117	unfiltered	20.0	data_9	20_sources
13	3188	181	0.056775407779171894	unfiltered	50.0	data_9	20_sources
14	4782	243	0.05081555834378921	unfiltered	75.0	data_9	20_sources
15	6377	303	0.04751450525325388	unfiltered	100.0	data_9	20_sources
