dataset,num_permutations,grn1_id,grn2_id,mode,alpha,num_clusters,metric,score
nk_cells,3000,2,5,raw,0.01,100,precision,0.6852288815479
nk_cells,3000,2,5,raw,0.01,100,recall,0.6453333333333333
nk_cells,3000,2,5,raw,0.01,100,f1,0.6646829938200961
nk_cells,3000,2,5,raw,0.05,100,precision,0.8161022364217252
nk_cells,3000,2,5,raw,0.05,100,recall,0.8163108781797265
nk_cells,3000,2,5,raw,0.05,100,f1,0.8162065439672802
nk_cells,3000,2,5,bh,-1.0,100,mae,0.02485713900481966
nk_cells,3000,2,5,bh,0.01,100,precision,0.0
nk_cells,3000,2,5,bh,0.01,100,recall,0.0
nk_cells,3000,2,5,bh,0.01,100,f1,0.0
nk_cells,3000,2,5,bh,0.05,100,precision,0.0
nk_cells,3000,2,5,bh,0.05,100,recall,0.0
nk_cells,3000,2,5,bh,0.05,100,f1,0.0
nk_cells,3000,2,6,raw,-1.0,100,mae,0.05204118478900624
nk_cells,3000,2,6,raw,0.01,100,precision,0.6795658329400661
nk_cells,3000,2,6,raw,0.01,100,recall,0.62882096069869
nk_cells,3000,2,6,raw,0.01,100,f1,0.6532093445225675
nk_cells,3000,2,6,raw,0.05,100,precision,0.8125239616613419
nk_cells,3000,2,6,raw,0.05,100,recall,0.8041993422716924
nk_cells,3000,2,6,raw,0.05,100,f1,0.8083402199478736
nk_cells,3000,2,6,bh,-1.0,100,mae,0.026823580160346385
nk_cells,3000,2,6,bh,0.01,100,precision,0.0
nk_cells,3000,2,6,bh,0.01,100,recall,0.0
nk_cells,3000,2,6,bh,0.01,100,f1,0.0
nk_cells,3000,2,6,bh,0.05,100,precision,0.0
nk_cells,3000,2,6,bh,0.05,100,recall,0.0
nk_cells,3000,2,6,bh,0.05,100,f1,0.0
nk_cells,3000,2,7,raw,-1.0,100,mae,0.04605118802498883
nk_cells,3000,2,7,raw,0.01,100,precision,0.7078810759792354
nk_cells,3000,2,7,raw,0.01,100,recall,0.6802721088435374
nk_cells,3000,2,7,raw,0.01,100,f1,0.6938020351526365
nk_cells,3000,2,7,raw,0.05,100,precision,0.8403833865814696
nk_cells,3000,2,7,raw,0.05,100,recall,0.8386685371763806
nk_cells,3000,2,7,raw,0.05,100,f1,0.8395250861738798
nk_cells,3000,2,7,bh,-1.0,100,mae,0.022834720472870447
nk_cells,3000,2,7,bh,0.01,100,precision,0.0
nk_cells,3000,2,7,bh,0.01,100,recall,0.0
nk_cells,3000,2,7,bh,0.01,100,f1,0.0
nk_cells,3000,2,7,bh,0.05,100,precision,0.0
nk_cells,3000,2,7,bh,0.05,100,recall,0.0
nk_cells,3000,2,7,bh,0.05,100,f1,0.0
nk_cells,3000,2,8,raw,-1.0,100,mae,0.049855236933600756
nk_cells,3000,2,8,raw,0.01,100,precision,0.6691835771590373
nk_cells,3000,2,8,raw,0.01,100,recall,0.6422101449275363
nk_cells,3000,2,8,raw,0.01,100,f1,0.6554194592096141
nk_cells,3000,2,8,raw,0.05,100,precision,0.7925878594249202
nk_cells,3000,2,8,raw,0.05,100,recall,0.8005679617916613
nk_cells,3000,2,8,raw,0.05,100,f1,0.7965579244798356
nk_cells,3000,2,8,bh,-1.0,100,mae,0.02459802861054312
nk_cells,3000,2,8,bh,0.01,100,precision,0.0
nk_cells,3000,2,8,bh,0.01,100,recall,0.0
nk_cells,3000,2,8,bh,0.01,100,f1,0.0
nk_cells,3000,2,8,bh,0.05,100,precision,0.0
nk_cells,3000,2,8,bh,0.05,100,recall,0.0
nk_cells,3000,2,8,bh,0.05,100,f1,0.0
nk_cells,3000,2,9,raw,-1.0,100,mae,0.048695026713101185
nk_cells,3000,2,9,raw,0.01,100,precision,0.6913638508730533
nk_cells,3000,2,9,raw,0.01,100,recall,0.6754264638082066
nk_cells,3000,2,9,raw,0.01,100,f1,0.6833022388059702
nk_cells,3000,2,9,raw,0.05,100,precision,0.8189137380191693
nk_cells,3000,2,9,raw,0.05,100,recall,0.8221709006928406
nk_cells,3000,2,9,raw,0.05,100,f1,0.8205390870094116
nk_cells,3000,2,9,bh,-1.0,100,mae,0.02410696748253643
nk_cells,3000,2,9,bh,0.01,100,precision,0.0
nk_cells,3000,2,9,bh,0.01,100,recall,0.0
nk_cells,3000,2,9,bh,0.01,100,f1,0.0
nk_cells,3000,2,9,bh,0.05,100,precision,0.0
nk_cells,3000,2,9,bh,0.05,100,recall,0.0
nk_cells,3000,2,9,bh,0.05,100,f1,0.0
nk_cells,3000,3,4,raw,-1.0,100,mae,0.04572038054705563
nk_cells,3000,3,4,raw,0.01,100,precision,0.715168806466952
nk_cells,3000,3,4,raw,0.01,100,recall,0.6220016542597188
nk_cells,3000,3,4,raw,0.01,100,f1,0.6653395266533952
nk_cells,3000,3,4,raw,0.05,100,precision,0.8280881195908734
nk_cells,3000,3,4,raw,0.05,100,recall,0.7877011350879382
nk_cells,3000,3,4,raw,0.05,100,f1,0.8073898868503484
nk_cells,3000,3,4,bh,-1.0,100,mae,0.025715232902782003
nk_cells,3000,3,4,bh,0.01,100,precision,0.0
nk_cells,3000,3,4,bh,0.01,100,recall,0.0
nk_cells,3000,3,4,bh,0.01,100,f1,0.0
nk_cells,3000,3,4,bh,0.05,100,precision,0.0
nk_cells,3000,3,4,bh,0.05,100,recall,0.0
nk_cells,3000,3,4,bh,0.05,100,f1,0.0
nk_cells,3000,3,5,raw,-1.0,100,mae,0.0487213917345355
nk_cells,3000,3,5,raw,0.01,100,precision,0.7047075606276747
nk_cells,3000,3,5,raw,0.01,100,recall,0.6586666666666666
nk_cells,3000,3,5,raw,0.01,100,f1,0.6809097174362508
nk_cells,3000,3,5,raw,0.05,100,precision,0.8278258589037504
nk_cells,3000,3,5,raw,0.05,100,recall,0.806979419659977
nk_cells,3000,3,5,raw,0.05,100,f1,0.8172697261958702
nk_cells,3000,3,5,bh,-1.0,100,mae,0.024887353526255707
nk_cells,3000,3,5,bh,0.01,100,precision,0.0
nk_cells,3000,3,5,bh,0.01,100,recall,0.0
nk_cells,3000,3,5,bh,0.01,100,f1,0.0
nk_cells,3000,3,5,bh,0.05,100,precision,0.0
nk_cells,3000,3,5,bh,0.05,100,recall,0.0
nk_cells,3000,3,5,bh,0.05,100,f1,0.0
nk_cells,3000,3,6,raw,-1.0,100,mae,0.048176840986246576
nk_cells,3000,3,6,raw,0.01,100,precision,0.7146932952924394
nk_cells,3000,3,6,raw,0.01,100,recall,0.6563318777292576
nk_cells,3000,3,6,raw,0.01,100,f1,0.6842704302299112
nk_cells,3000,3,6,raw,0.05,100,precision,0.8392341987936008
nk_cells,3000,3,6,raw,0.05,100,recall,0.8095117632178093
nk_cells,3000,3,6,raw,0.05,100,f1,0.8241050733968581
nk_cells,3000,3,6,bh,-1.0,100,mae,0.02527994794290452
nk_cells,3000,3,6,bh,0.01,100,precision,0.0
nk_cells,3000,3,6,bh,0.01,100,recall,0.0
nk_cells,3000,3,6,bh,0.01,100,f1,0.0
nk_cells,3000,3,6,bh,0.05,100,precision,0.0
nk_cells,3000,3,6,bh,0.05,100,recall,0.0
nk_cells,3000,3,6,bh,0.05,100,f1,0.0
nk_cells,3000,3,7,raw,-1.0,100,mae,0.04793208314279977
nk_cells,3000,3,7,raw,0.01,100,precision,0.7189728958630528
nk_cells,3000,3,7,raw,0.01,100,recall,0.6857142857142857
nk_cells,3000,3,7,raw,0.01,100,f1,0.7019498607242339
nk_cells,3000,3,7,raw,0.05,100,precision,0.8443482821924994
nk_cells,3000,3,7,raw,0.05,100,recall,0.821196275985206
nk_cells,3000,3,7,raw,0.05,100,f1,0.8326113661343506
nk_cells,3000,3,7,bh,-1.0,100,mae,0.024067952016765926
nk_cells,3000,3,7,bh,0.01,100,precision,0.0
nk_cells,3000,3,7,bh,0.01,100,recall,0.0
nk_cells,3000,3,7,bh,0.01,100,f1,0.0
nk_cells,3000,3,7,bh,0.05,100,precision,0.0
nk_cells,3000,3,7,bh,0.05,100,recall,0.0
nk_cells,3000,3,7,bh,0.05,100,f1,0.0
nk_cells,3000,3,8,raw,-1.0,100,mae,0.046598496014486866
nk_cells,3000,3,8,raw,0.01,100,precision,0.6951973371374227
nk_cells,3000,3,8,raw,0.01,100,recall,0.6621376811594203
nk_cells,3000,3,8,raw,0.01,100,f1,0.6782649037346323
nk_cells,3000,3,8,raw,0.05,100,precision,0.8290060319958038
nk_cells,3000,3,8,raw,0.05,100,recall,0.8160578288369692
nk_cells,3000,3,8,raw,0.05,100,f1,0.8224809731347167
nk_cells,3000,3,8,bh,-1.0,100,mae,0.02422765714727699
nk_cells,3000,3,8,bh,0.01,100,precision,0.0
nk_cells,3000,3,8,bh,0.01,100,recall,0.0
nk_cells,3000,3,8,bh,0.01,100,f1,0.0
nk_cells,3000,3,8,bh,0.05,100,precision,0.0
nk_cells,3000,3,8,bh,0.05,100,recall,0.0
nk_cells,3000,3,8,bh,0.05,100,f1,0.0
nk_cells,3000,3,9,raw,-1.0,100,mae,0.046307176796800145
nk_cells,3000,3,9,raw,0.01,100,precision,0.6942463147883975
nk_cells,3000,3,9,raw,0.01,100,recall,0.6731212540341172
nk_cells,3000,3,9,raw,0.01,100,f1,0.6835205992509363
nk_cells,3000,3,9,raw,0.05,100,precision,0.8299239444007344
nk_cells,3000,3,9,raw,0.05,100,recall,0.8120348986399795
nk_cells,3000,3,9,raw,0.05,100,f1,0.820881971465629
nk_cells,3000,3,9,bh,-1.0,100,mae,0.023048676972443425
nk_cells,3000,3,9,bh,0.01,100,precision,0.0
nk_cells,3000,3,9,bh,0.01,100,recall,0.0
nk_cells,3000,3,9,bh,0.01,100,f1,0.0
nk_cells,3000,3,9,bh,0.05,100,precision,0.0
nk_cells,3000,3,9,bh,0.05,100,recall,0.0
nk_cells,3000,3,9,bh,0.05,100,f1,0.0
nk_cells,3000,4,5,raw,-1.0,100,mae,0.04722190034894732
nk_cells,3000,4,5,raw,0.01,100,precision,0.630686517783292
nk_cells,3000,4,5,raw,0.01,100,recall,0.6777777777777778
nk_cells,3000,4,5,raw,0.01,100,f1,0.6533847472150814
nk_cells,3000,4,5,raw,0.05,100,precision,0.793064737432955
nk_cells,3000,4,5,raw,0.05,100,recall,0.8127316886105075
nk_cells,3000,4,5,raw,0.05,100,f1,0.8027777777777778
nk_cells,3000,4,5,bh,-1.0,100,mae,0.02609764138883199
nk_cells,3000,4,5,bh,0.01,100,precision,0.0
nk_cells,3000,4,5,bh,0.01,100,recall,0.0
nk_cells,3000,4,5,bh,0.01,100,f1,0.0
nk_cells,3000,4,5,bh,0.05,100,precision,0.0
nk_cells,3000,4,5,bh,0.05,100,recall,0.0
nk_cells,3000,4,5,bh,0.05,100,f1,0.0
nk_cells,3000,4,6,raw,-1.0,100,mae,0.04653370084607264
nk_cells,3000,4,6,raw,0.01,100,precision,0.6451612903225806
nk_cells,3000,4,6,raw,0.01,100,recall,0.6812227074235808
nk_cells,3000,4,6,raw,0.01,100,f1,0.6627017841971113
nk_cells,3000,4,6,raw,0.05,100,precision,0.8006735686665835
nk_cells,3000,4,6,raw,0.05,100,recall,0.8119150012648622
nk_cells,3000,4,6,raw,0.05,100,f1,0.8062551026816555
nk_cells,3000,4,6,bh,-1.0,100,mae,0.025485047500435908
nk_cells,3000,4,6,bh,0.01,100,precision,0.0
nk_cells,3000,4,6,bh,0.01,100,recall,0.0
nk_cells,3000,4,6,bh,0.01,100,f1,0.0
nk_cells,3000,4,6,bh,0.05,100,precision,0.0
nk_cells,3000,4,6,bh,0.05,100,recall,0.0
nk_cells,3000,4,6,bh,0.05,100,f1,0.0
nk_cells,3000,4,7,raw,-1.0,100,mae,0.046960550762619555
nk_cells,3000,4,7,raw,0.01,100,precision,0.6439205955334988
nk_cells,3000,4,7,raw,0.01,100,recall,0.7061224489795919
nk_cells,3000,4,7,raw,0.01,100,f1,0.6735885788449059
nk_cells,3000,4,7,raw,0.05,100,precision,0.8105276287888238
nk_cells,3000,4,7,raw,0.05,100,recall,0.8287208264252008
nk_cells,3000,4,7,raw,0.05,100,f1,0.8195232690124858
nk_cells,3000,4,7,bh,-1.0,100,mae,0.025534003966275413
nk_cells,3000,4,7,bh,0.01,100,precision,0.0
nk_cells,3000,4,7,bh,0.01,100,recall,0.0
nk_cells,3000,4,7,bh,0.01,100,f1,0.0
nk_cells,3000,4,7,bh,0.05,100,precision,0.0
nk_cells,3000,4,7,bh,0.05,100,recall,0.0
nk_cells,3000,4,7,bh,0.05,100,f1,0.0
nk_cells,3000,4,8,raw,-1.0,100,mae,0.04679577047628304
nk_cells,3000,4,8,raw,0.01,100,precision,0.6261373035566584
nk_cells,3000,4,8,raw,0.01,100,recall,0.6856884057971014
nk_cells,3000,4,8,raw,0.01,100,f1,0.6545611759619542
nk_cells,3000,4,8,raw,0.05,100,precision,0.7901958338530622
nk_cells,3000,4,8,raw,0.05,100,recall,0.8177358977668775
nk_cells,3000,4,8,raw,0.05,100,f1,0.8037300177619894
nk_cells,3000,4,8,bh,-1.0,100,mae,0.025763440161806903
nk_cells,3000,4,8,bh,0.01,100,precision,0.0
nk_cells,3000,4,8,bh,0.01,100,recall,0.0
nk_cells,3000,4,8,bh,0.01,100,f1,0.0
nk_cells,3000,4,8,bh,0.05,100,precision,0.0
nk_cells,3000,4,8,bh,0.05,100,recall,0.0
nk_cells,3000,4,8,bh,0.05,100,f1,0.0
nk_cells,3000,4,9,raw,-1.0,100,mae,0.04840072194760841
nk_cells,3000,4,9,raw,0.01,100,precision,0.6029776674937966
nk_cells,3000,4,9,raw,0.01,100,recall,0.6721991701244814
nk_cells,3000,4,9,raw,0.01,100,f1,0.6357096141268803
nk_cells,3000,4,9,raw,0.05,100,precision,0.7788449544717475
nk_cells,3000,4,9,raw,0.05,100,recall,0.8011290736463946
nk_cells,3000,4,9,raw,0.05,100,f1,0.7898298652836633
nk_cells,3000,4,9,bh,-1.0,100,mae,0.026449049684339688
nk_cells,3000,4,9,bh,0.01,100,precision,0.0
nk_cells,3000,4,9,bh,0.01,100,recall,0.0
nk_cells,3000,4,9,bh,0.01,100,f1,0.0
nk_cells,3000,4,9,bh,0.05,100,precision,0.0
nk_cells,3000,4,9,bh,0.05,100,recall,0.0
nk_cells,3000,4,9,bh,0.05,100,f1,0.0
nk_cells,3000,5,6,raw,-1.0,100,mae,0.05218028497369926
nk_cells,3000,5,6,raw,0.01,100,precision,0.6644444444444444
nk_cells,3000,5,6,raw,0.01,100,recall,0.6528384279475983
nk_cells,3000,5,6,raw,0.01,100,f1,0.6585903083700441
nk_cells,3000,5,6,raw,0.05,100,precision,0.8134986578039115
nk_cells,3000,5,6,raw,0.05,100,recall,0.8049582595497091
nk_cells,3000,5,6,raw,0.05,100,f1,0.8092059253607985
nk_cells,3000,5,6,bh,-1.0,100,mae,0.026844788618664704
nk_cells,3000,5,6,bh,0.01,100,precision,0.0
nk_cells,3000,5,6,bh,0.01,100,recall,0.0
nk_cells,3000,5,6,bh,0.01,100,f1,0.0
nk_cells,3000,5,6,bh,0.05,100,precision,0.0
nk_cells,3000,5,6,bh,0.05,100,recall,0.0
nk_cells,3000,5,6,bh,0.05,100,f1,0.0
nk_cells,3000,5,7,raw,-1.0,100,mae,0.04738077539734392
nk_cells,3000,5,7,raw,0.01,100,precision,0.6582222222222223
nk_cells,3000,5,7,raw,0.01,100,recall,0.6716553287981859
nk_cells,3000,5,7,raw,0.01,100,f1,0.6648709315375982
nk_cells,3000,5,7,raw,0.05,100,precision,0.8154160807874217
nk_cells,3000,5,7,raw,0.05,100,recall,0.8135441907919908
nk_cells,3000,5,7,raw,0.05,100,f1,0.8144790602655771
nk_cells,3000,5,7,bh,-1.0,100,mae,0.024190143312864794
nk_cells,3000,5,7,bh,0.01,100,precision,0.0
nk_cells,3000,5,7,bh,0.01,100,recall,0.0
nk_cells,3000,5,7,bh,0.01,100,f1,0.0
nk_cells,3000,5,7,bh,0.05,100,precision,0.0
nk_cells,3000,5,7,bh,0.05,100,recall,0.0
nk_cells,3000,5,7,bh,0.05,100,f1,0.0
nk_cells,3000,5,8,raw,-1.0,100,mae,0.05338189771745036
nk_cells,3000,5,8,raw,0.01,100,precision,0.6373333333333333
nk_cells,3000,5,8,raw,0.01,100,recall,0.6494565217391305
nk_cells,3000,5,8,raw,0.01,100,f1,0.6433378196500673
nk_cells,3000,5,8,raw,0.05,100,precision,0.790745238399591
nk_cells,3000,5,8,raw,0.05,100,recall,0.7985026461856203
nk_cells,3000,5,8,raw,0.05,100,f1,0.7946050096339113
nk_cells,3000,5,8,bh,-1.0,100,mae,0.02698885228530849
nk_cells,3000,5,8,bh,0.01,100,precision,0.0
nk_cells,3000,5,8,bh,0.01,100,recall,0.0
nk_cells,3000,5,8,bh,0.01,100,f1,0.0
nk_cells,3000,5,8,bh,0.05,100,precision,0.0
nk_cells,3000,5,8,bh,0.05,100,recall,0.0
nk_cells,3000,5,8,bh,0.05,100,f1,0.0
nk_cells,3000,5,9,raw,-1.0,100,mae,0.04974755524905493
nk_cells,3000,5,9,raw,0.01,100,precision,0.6466666666666666
nk_cells,3000,5,9,raw,0.01,100,recall,0.6708160442600276
nk_cells,3000,5,9,raw,0.01,100,f1,0.658520027155465
nk_cells,3000,5,9,raw,0.05,100,precision,0.806979419659977
nk_cells,3000,5,9,raw,0.05,100,recall,0.8099820374647164
nk_cells,3000,5,9,raw,0.05,100,f1,0.8084779407056413
nk_cells,3000,5,9,bh,-1.0,100,mae,0.02492809770003666
nk_cells,3000,5,9,bh,0.01,100,precision,0.0
nk_cells,3000,5,9,bh,0.01,100,recall,0.0
nk_cells,3000,5,9,bh,0.01,100,f1,0.0
nk_cells,3000,5,9,bh,0.05,100,precision,0.0
nk_cells,3000,5,9,bh,0.05,100,recall,0.0
nk_cells,3000,5,9,bh,0.05,100,f1,0.0
nk_cells,3000,6,7,raw,-1.0,100,mae,0.04872842094341415
nk_cells,3000,6,7,raw,0.01,100,precision,0.6393013100436681
nk_cells,3000,6,7,raw,0.01,100,recall,0.6639455782312925
nk_cells,3000,6,7,raw,0.01,100,f1,0.6513904338153504
nk_cells,3000,6,7,raw,0.05,100,precision,0.805590690614723
nk_cells,3000,6,7,raw,0.05,100,recall,0.8122688432597883
nk_cells,3000,6,7,raw,0.05,100,f1,0.8089159839969517
nk_cells,3000,6,7,bh,-1.0,100,mae,0.025636844520716334
nk_cells,3000,6,7,bh,0.01,100,precision,0.0
nk_cells,3000,6,7,bh,0.01,100,recall,0.0
nk_cells,3000,6,7,bh,0.01,100,f1,0.0
nk_cells,3000,6,7,bh,0.05,100,precision,0.0
nk_cells,3000,6,7,bh,0.05,100,recall,0.0
nk_cells,3000,6,7,bh,0.05,100,f1,0.0
nk_cells,3000,6,8,raw,-1.0,100,mae,0.04605134608340208
nk_cells,3000,6,8,raw,0.01,100,precision,0.6471615720524018
nk_cells,3000,6,8,raw,0.01,100,recall,0.6711956521739131
nk_cells,3000,6,8,raw,0.01,100,f1,0.6589595375722543
nk_cells,3000,6,8,raw,0.05,100,precision,0.7992663799645838
nk_cells,3000,6,8,raw,0.05,100,recall,0.8156705821608364
nk_cells,3000,6,8,raw,0.05,100,f1,0.807385165782917
nk_cells,3000,6,8,bh,-1.0,100,mae,0.024315946499993957
nk_cells,3000,6,8,bh,0.01,100,precision,0.0
nk_cells,3000,6,8,bh,0.01,100,recall,0.0
nk_cells,3000,6,8,bh,0.01,100,f1,0.0
nk_cells,3000,6,8,bh,0.05,100,precision,0.0
nk_cells,3000,6,8,bh,0.05,100,recall,0.0
nk_cells,3000,6,8,bh,0.05,100,f1,0.0
nk_cells,3000,6,9,raw,-1.0,100,mae,0.049682342982050154
nk_cells,3000,6,9,raw,0.01,100,precision,0.6384279475982533
nk_cells,3000,6,9,raw,0.01,100,recall,0.6740433379437529
nk_cells,3000,6,9,raw,0.01,100,f1,0.6557524108544517
nk_cells,3000,6,9,raw,0.05,100,precision,0.7980015178345561
nk_cells,3000,6,9,raw,0.05,100,recall,0.8094688221709007
nk_cells,3000,6,9,raw,0.05,100,f1,0.8036942675159235
nk_cells,3000,6,9,bh,-1.0,100,mae,0.025537700112699464
nk_cells,3000,6,9,bh,0.01,100,precision,0.0
nk_cells,3000,6,9,bh,0.01,100,recall,0.0
nk_cells,3000,6,9,bh,0.01,100,f1,0.0
nk_cells,3000,6,9,bh,0.05,100,precision,0.0
nk_cells,3000,6,9,bh,0.05,100,recall,0.0
nk_cells,3000,6,9,bh,0.05,100,f1,0.0
nk_cells,3000,7,8,raw,-1.0,100,mae,0.051458353171127694
nk_cells,3000,7,8,raw,0.01,100,precision,0.6757369614512472
nk_cells,3000,7,8,raw,0.01,100,recall,0.6748188405797102
nk_cells,3000,7,8,raw,0.01,100,f1,0.6752775889417629
nk_cells,3000,7,8,raw,0.05,100,precision,0.8052544318326744
nk_cells,3000,7,8,raw,0.05,100,recall,0.8150251710339487
nk_cells,3000,7,8,raw,0.05,100,f1,0.8101103412881704
nk_cells,3000,7,8,bh,-1.0,100,mae,0.025562361831232085
nk_cells,3000,7,8,bh,0.01,100,precision,0.0
nk_cells,3000,7,8,bh,0.01,100,recall,0.0
nk_cells,3000,7,8,bh,0.01,100,f1,0.0
nk_cells,3000,7,8,bh,0.05,100,precision,0.0
nk_cells,3000,7,8,bh,0.05,100,recall,0.0
nk_cells,3000,7,8,bh,0.05,100,f1,0.0
nk_cells,3000,7,9,raw,-1.0,100,mae,0.0504737195046927
nk_cells,3000,7,9,raw,0.01,100,precision,0.638095238095238
nk_cells,3000,7,9,raw,0.01,100,recall,0.648686030428769
nk_cells,3000,7,9,raw,0.01,100,f1,0.6433470507544582
nk_cells,3000,7,9,raw,0.05,100,precision,0.7988776941716618
nk_cells,3000,7,9,raw,0.05,100,recall,0.8036951501154734
nk_cells,3000,7,9,raw,0.05,100,f1,0.8012791813239527
nk_cells,3000,7,9,bh,-1.0,100,mae,0.025542585805631457
nk_cells,3000,7,9,bh,0.01,100,precision,0.0
nk_cells,3000,7,9,bh,0.01,100,recall,0.0
nk_cells,3000,7,9,bh,0.01,100,f1,0.0
nk_cells,3000,7,9,bh,0.05,100,precision,0.0
nk_cells,3000,7,9,bh,0.05,100,recall,0.0
nk_cells,3000,7,9,bh,0.05,100,f1,0.0
nk_cells,3000,8,9,raw,-1.0,100,mae,0.046893454966190073
nk_cells,3000,8,9,raw,0.01,100,precision,0.6725543478260869
nk_cells,3000,8,9,raw,0.01,100,recall,0.6846473029045643
nk_cells,3000,8,9,raw,0.01,100,f1,0.67854694996573
nk_cells,3000,8,9,raw,0.05,100,precision,0.8070220730605395
nk_cells,3000,8,9,raw,0.05,100,recall,0.8021555042340262
nk_cells,3000,8,9,raw,0.05,100,f1,0.8045814297664243
nk_cells,3000,8,9,bh,-1.0,100,mae,0.023613719289046892
nk_cells,3000,8,9,bh,0.01,100,precision,0.0
nk_cells,3000,8,9,bh,0.01,100,recall,0.0
nk_cells,3000,8,9,bh,0.01,100,f1,0.0
nk_cells,3000,8,9,bh,0.05,100,precision,0.0
nk_cells,3000,8,9,bh,0.05,100,recall,0.0
nk_cells,3000,8,9,bh,0.05,100,f1,0.0
nk_cells,5000,-1,0,raw,-1.0,100,mae,0.051135951791406245
nk_cells,5000,-1,0,raw,0.01,100,precision,0.6639423076923077
nk_cells,5000,-1,0,raw,0.01,100,recall,0.627442071785552
nk_cells,5000,-1,0,raw,0.01,100,f1,0.6451763606633965
nk_cells,5000,-1,0,raw,0.05,100,precision,0.8079074001820783
nk_cells,5000,-1,0,raw,0.05,100,recall,0.7965123733812027
nk_cells,5000,-1,0,raw,0.05,100,f1,0.8021694214876033
nk_cells,5000,-1,0,bh,-1.0,100,mae,0.02561942440519156
nk_cells,5000,-1,0,bh,0.01,100,precision,0.0
nk_cells,5000,-1,0,bh,0.01,100,recall,0.0
nk_cells,5000,-1,0,bh,0.01,100,f1,0.0
nk_cells,5000,-1,0,bh,0.05,100,precision,0.0
nk_cells,5000,-1,0,bh,0.05,100,recall,0.0
nk_cells,5000,-1,0,bh,0.05,100,f1,0.0
nk_cells,5000,-1,1,raw,-1.0,100,mae,0.04297618393471089
nk_cells,5000,-1,1,raw,0.01,100,precision,0.7197115384615385
nk_cells,5000,-1,1,raw,0.01,100,recall,0.6480519480519481
nk_cells,5000,-1,1,raw,0.01,100,f1,0.682004555808656
nk_cells,5000,-1,1,raw,0.05,100,precision,0.8415918845103394
nk_cells,5000,-1,1,raw,0.05,100,recall,0.8169423052644869
nk_cells,5000,-1,1,raw,0.05,100,f1,0.8290839205637411
nk_cells,5000,-1,1,bh,-1.0,100,mae,0.022905875968600563
nk_cells,5000,-1,1,bh,0.01,100,precision,0.0
nk_cells,5000,-1,1,bh,0.01,100,recall,0.0
nk_cells,5000,-1,1,bh,0.01,100,f1,0.0
nk_cells,5000,-1,1,bh,0.05,100,precision,0.0
nk_cells,5000,-1,1,bh,0.05,100,recall,0.0
nk_cells,5000,-1,1,bh,0.05,100,f1,0.0
nk_cells,5000,-1,2,raw,-1.0,100,mae,0.047332662170000914
nk_cells,5000,-1,2,raw,0.01,100,precision,0.6923076923076923
nk_cells,5000,-1,2,raw,0.01,100,recall,0.684085510688836
nk_cells,5000,-1,2,raw,0.01,100,f1,0.6881720430107527
nk_cells,5000,-1,2,raw,0.05,100,precision,0.8213031603589543
nk_cells,5000,-1,2,raw,0.05,100,recall,0.8250587927880847
nk_cells,5000,-1,2,raw,0.05,100,f1,0.8231766929544417
nk_cells,5000,-1,2,bh,-1.0,100,mae,0.02363658205897939
nk_cells,5000,-1,2,bh,0.01,100,precision,0.0
nk_cells,5000,-1,2,bh,0.01,100,recall,0.0
nk_cells,5000,-1,2,bh,0.01,100,f1,0.0
nk_cells,5000,-1,2,bh,0.05,100,precision,0.0
nk_cells,5000,-1,2,bh,0.05,100,recall,0.0
nk_cells,5000,-1,2,bh,0.05,100,f1,0.0
nk_cells,5000,-1,3,raw,-1.0,100,mae,0.05185180946313109
nk_cells,5000,-1,3,raw,0.01,100,precision,0.6721153846153847
nk_cells,5000,-1,3,raw,0.01,100,recall,0.6756887385210246
nk_cells,5000,-1,3,raw,0.01,100,f1,0.6738973246565437
nk_cells,5000,-1,3,raw,0.05,100,precision,0.8105085186630251
nk_cells,5000,-1,3,raw,0.05,100,recall,0.817097154844631
nk_cells,5000,-1,3,raw,0.05,100,f1,0.8137895011752416
nk_cells,5000,-1,3,bh,-1.0,100,mae,0.025294842522005968
nk_cells,5000,-1,3,bh,0.01,100,precision,0.0
nk_cells,5000,-1,3,bh,0.01,100,recall,0.0
nk_cells,5000,-1,3,bh,0.01,100,f1,0.0
nk_cells,5000,-1,3,bh,0.05,100,precision,0.0
nk_cells,5000,-1,3,bh,0.05,100,recall,0.0
nk_cells,5000,-1,3,bh,0.05,100,f1,0.0
nk_cells,5000,-1,4,raw,-1.0,100,mae,0.04827813556082923
nk_cells,5000,-1,4,raw,0.01,100,precision,0.7052884615384616
nk_cells,5000,-1,4,raw,0.01,100,recall,0.6417322834645669
nk_cells,5000,-1,4,raw,0.01,100,f1,0.6720109940448924
nk_cells,5000,-1,4,raw,0.05,100,precision,0.8369098712446352
nk_cells,5000,-1,4,raw,0.05,100,recall,0.8018691588785046
nk_cells,5000,-1,4,raw,0.05,100,f1,0.8190148911798396
nk_cells,5000,-1,4,bh,-1.0,100,mae,0.025421857321898833
nk_cells,5000,-1,4,bh,0.01,100,precision,0.0
nk_cells,5000,-1,4,bh,0.01,100,recall,0.0
nk_cells,5000,-1,4,bh,0.01,100,f1,0.0
nk_cells,5000,-1,4,bh,0.05,100,precision,0.0
nk_cells,5000,-1,4,bh,0.05,100,recall,0.0
nk_cells,5000,-1,4,bh,0.05,100,f1,0.0
nk_cells,5000,-1,5,raw,-1.0,100,mae,0.04807513779208953
